15844;Arthur;92;02-09-2008
15845;Hoover;38;12-12-2008
15846;Harrison;7;11-06-2007
15847;Ford;36;18-02-2007
15848;Carter;87;17-01-2008
15849;Harrison;42;01-04-2008
15850;Carter;88;09-05-2008
15851;Roosevelt;74;20-12-2007
15852;Johnson;24;25-09-2007
15853;Roosevelt;17;19-06-2008
15854;Roosevelt;5;18-05-2008
15855;Arthur;93;03-10-2008
15856;Coolidge;27;30-07-2008
15857;Roosevelt;25;18-07-2008
15858;Cleveland;96;04-07-2008
15859;Van Buren;47;30-05-2008
15860;Lincoln;18;17-01-2007
15861;Hayes;26;16-10-2008
15862;Buchanan;72;10-09-2007
15863;Hayes;72;02-11-2008
15864;Carter;2;14-10-2008
15865;Hoover;28;20-05-2007
15866;Reagan;5;06-05-2008
15867;Reagan;52;06-06-2007
15868;Van Buren;73;21-10-2007
15869;Jackson;76;04-03-2008
15870;Van Buren;51;15-04-2008
15871;Fillmore;63;28-01-2008
15872;Pierce;12;23-04-2007
15873;Carter;100;28-02-2008
15874;Reagan;39;18-08-2007
15875;Garfield;75;13-04-2008
15876;Harding;52;17-11-2007
15877;Adams;4;17-01-2007
15878;Hayes;57;18-01-2007
15879;Wilson;69;05-12-2008
15880;Kennedy;29;26-03-2007
15881;Grant;39;30-10-2007
15882;Wilson;67;18-02-2008
15883;Adams;19;18-03-2007
15884;Wilson;17;14-04-2008
15885;Roosevelt;4;07-05-2007
15886;Harding;88;11-03-2007
15887;Harrison;0;17-03-2008
15888;Cleveland;45;10-10-2007
15889;Monroe;48;25-11-2007
15890;Coolidge;78;20-02-2007
15891;Jefferson;49;22-05-2008
15892;Taft;47;09-12-2008
15893;Monroe;61;23-02-2007
15894;Reagan;77;23-08-2007
15895;Coolidge;39;07-01-2007
15896;Madison;51;13-04-2008
15897;Carter;36;23-05-2007
15898;Ford;13;30-09-2007
15899;Grant;41;15-04-2007
15900;Ford;95;05-06-2008
15901;Cleveland;30;31-05-2007
15902;Carter;33;16-09-2007
15903;Quincy;14;08-08-2007
15904;Monroe;45;02-08-2008
15905;Polk;92;28-09-2007
15906;Van Buren;27;27-08-2007
15907;Monroe;54;11-12-2008
15908;Polk;60;09-01-2007
15909;Ford;23;16-03-2008
15910;Buchanan;0;04-01-2008
15911;Wilson;4;09-12-2008
15912;Fillmore;17;20-02-2008
15913;Adams;19;29-03-2008
15914;Quincy;23;16-07-2008
15915;Garfield;86;01-07-2008
15916;Roosevelt;83;21-09-2008
15917;Van Buren;67;17-02-2008
15918;Kennedy;60;07-12-2008
15919;Harrison;30;22-07-2007
15920;Arthur;84;20-12-2008
15921;Monroe;5;22-01-2007
15922;Taft;85;17-08-2008
15923;Buchanan;55;05-07-2007
15924;Roosevelt;83;10-07-2008
15925;Grant;56;16-04-2007
15926;Truman;30;09-08-2008
15927;Arthur;44;12-06-2008
15928;Jefferson;44;26-12-2007
15929;Kennedy;59;16-05-2007
15930;Roosevelt;5;24-07-2007
15931;Harrison;61;08-05-2008
15932;Taft;97;02-09-2007
15933;Harrison;19;20-08-2008
15934;Wilson;72;02-08-2008
15935;Harrison;0;10-08-2007
15936;Adams;94;29-06-2008
15937;Coolidge;44;16-09-2008
15938;Carter;71;25-03-2007
15939;Taft;89;06-05-2007
15940;Wilson;90;22-02-2008
15941;Grant;59;10-12-2008
15942;Johnson;69;29-04-2008
15943;Nixon;69;06-01-2008
15944;Kennedy;14;30-07-2007
15945;McKinley;1;16-01-2008
15946;Grant;70;17-08-2008
15947;Coolidge;59;22-09-2007
15948;Lincoln;57;17-02-2008
15949;Hayes;51;02-04-2007
15950;Grant;58;14-08-2007
15951;McKinley;32;27-07-2007
15952;Harding;32;15-03-2008
15953;Jefferson;17;22-08-2007
15954;Roosevelt;22;29-05-2007
15955;Jefferson;58;31-03-2008
15956;Madison;20;01-09-2008
15957;Johnson;95;22-01-2007
15958;Coolidge;38;22-12-2008
15959;Johnson;75;08-11-2007
15960;Reagan;5;20-08-2007
15961;Buchanan;0;25-04-2007
15962;Van Buren;42;04-03-2007
15963;Polk;77;07-07-2007
15964;Johnson;93;20-04-2008
15965;Roosevelt;64;06-02-2007
15966;Truman;59;24-04-2008
15967;Roosevelt;58;22-03-2007
15968;Quincy;76;27-01-2008
15969;Taft;62;15-01-2007
15970;Wilson;2;20-03-2008
15971;Washington;61;27-09-2008
15972;Adams;80;14-11-2008
15973;Hoover;0;27-12-2007
15974;Taft;90;25-09-2008
15975;Polk;30;19-01-2008
15976;Carter;19;06-02-2008
15977;Adams;20;26-07-2008
15978;Wilson;46;07-10-2007
15979;Polk;47;01-03-2008
15980;Jefferson;16;17-04-2008
15981;Roosevelt;37;06-07-2008
15982;Harrison;8;15-11-2008
15983;Adams;23;08-09-2008
15984;Jackson;60;25-10-2007
15985;Carter;66;11-01-2007
15986;Clinton;61;05-05-2008
15987;Truman;20;14-09-2008
15988;Quincy;81;29-06-2008
15989;Jefferson;48;20-12-2007
15990;Quincy;63;05-08-2007
15991;Carter;38;30-11-2008
15992;Johnson;39;06-04-2007
15993;Adams;66;11-02-2008
15994;Hayes;31;31-05-2007
15995;Adams;46;21-02-2007
15996;Van Buren;22;12-04-2007
15997;Harrison;77;19-03-2007
15998;Fillmore;97;14-06-2007
15999;Garfield;16;20-06-2008
16000;Washington;50;18-01-2008
16001;Harrison;89;22-11-2008
16002;Eisenhower;8;13-11-2007
16003;Roosevelt;44;01-06-2007
16004;Jefferson;92;10-05-2007
16005;Jackson;72;05-11-2007
16006;Van Buren;38;08-10-2007
16007;Johnson;36;14-06-2008
16008;Fillmore;88;17-09-2008
16009;Quincy;80;20-10-2008
16010;Clinton;82;14-07-2007
16011;Wilson;8;16-04-2007
16012;Roosevelt;71;10-04-2008
16013;Reagan;30;15-04-2007
16014;Madison;1;06-09-2008
16015;Eisenhower;13;16-02-2008
16016;Hoover;67;21-10-2008
16017;McKinley;27;11-11-2007
16018;Carter;42;01-04-2008
16019;Lincoln;93;30-12-2007
16020;Roosevelt;35;14-07-2007
16021;Lincoln;49;15-01-2008
16022;Tyler;38;30-01-2008
16023;Garfield;66;03-01-2008
16024;Jackson;14;03-03-2007
16025;Nixon;74;11-09-2007
16026;Ford;53;13-09-2007
16027;Hoover;17;12-02-2007
16028;Polk;93;10-07-2007
16029;Adams;9;19-12-2007
16030;Wilson;44;11-09-2007
16031;Nixon;76;22-08-2008
16032;Hayes;29;31-05-2008
16033;Hayes;93;24-05-2007
16034;Arthur;88;23-07-2007
16035;Pierce;74;17-04-2007
16036;Carter;90;04-09-2007
16037;Carter;59;12-11-2008
16038;Clinton;18;04-05-2007
16039;Johnson;82;04-02-2007
16040;Polk;79;16-02-2008
16041;Truman;22;04-10-2008
16042;Roosevelt;95;06-02-2008
16043;Johnson;10;06-01-2008
16044;Kennedy;72;10-06-2007
16045;Harrison;73;07-03-2007
16046;Adams;9;26-07-2008
16047;Pierce;50;13-06-2007
16048;Jefferson;63;13-09-2007
16049;Adams;19;15-01-2008
16050;Monroe;94;24-11-2007
16051;McKinley;46;23-02-2008
16052;Roosevelt;43;23-05-2008
16053;Clinton;81;04-02-2007
16054;Grant;11;31-08-2007
16055;Kennedy;35;16-05-2008
16056;Washington;72;25-05-2008
16057;Garfield;89;16-08-2007
16058;Harrison;13;10-09-2007
16059;Taft;47;08-05-2007
16060;Fillmore;59;20-03-2008
16061;Harrison;26;21-11-2008
16062;Harding;92;23-04-2008
16063;Clinton;22;08-02-2007
16064;Truman;21;23-07-2008
16065;Harrison;89;02-11-2007
16066;Arthur;36;30-01-2008
16067;Madison;48;07-02-2007
16068;Harrison;48;08-10-2007
16069;Wilson;74;23-10-2007
16070;McKinley;60;26-10-2008
16071;Grant;94;18-10-2007
16072;Adams;26;20-06-2008
16073;Pierce;24;06-05-2007
16074;Johnson;3;18-02-2007
16075;Kennedy;7;02-07-2008
16076;Adams;53;28-12-2008
16077;Eisenhower;79;29-03-2007
16078;Wilson;11;14-04-2007
16079;Tyler;87;30-08-2008
16080;Harrison;71;21-11-2007
16081;Van Buren;87;21-03-2007
16082;Harding;84;12-07-2008
16083;Reagan;36;04-07-2008
16084;Clinton;26;12-12-2007
16085;Ford;0;29-07-2008
16086;Ford;2;03-07-2008
16087;Coolidge;29;22-11-2008
16088;Roosevelt;63;24-09-2007
16089;Arthur;84;27-03-2008
16090;Carter;28;27-05-2007
16091;Harrison;40;24-10-2008
16092;Buchanan;21;15-08-2007
16093;Pierce;10;20-06-2008
16094;Washington;49;08-02-2007
16095;Cleveland;55;30-08-2008
16096;Lincoln;95;09-11-2007
16097;Harding;76;25-06-2007
16098;Johnson;62;24-05-2007
16099;Adams;51;17-01-2008
16100;Clinton;81;08-11-2007
16101;Harrison;30;17-11-2008
16102;Jefferson;46;16-08-2007
16103;Carter;50;13-04-2008
16104;Clinton;36;15-07-2007
16105;Harrison;24;24-09-2008
16106;Washington;70;02-03-2007
16107;Buchanan;47;06-06-2008
16108;Buchanan;89;20-01-2008
16109;Washington;3;19-08-2007
16110;Quincy;53;15-01-2007
16111;Jackson;83;30-10-2008
16112;Roosevelt;54;06-07-2007
16113;Roosevelt;1;20-10-2007
16114;Truman;91;19-11-2008
16115;Roosevelt;89;30-08-2008
16116;Harrison;56;25-12-2008
16117;Coolidge;82;09-11-2007
16118;McKinley;96;13-07-2007
16119;Ford;5;08-04-2007
16120;Monroe;6;25-02-2007
16121;Clinton;22;09-04-2008
16122;Clinton;24;10-11-2007
16123;Coolidge;19;01-02-2007
16124;Arthur;53;01-05-2008
16125;Hoover;84;02-02-2007
16126;Harrison;69;10-11-2007
16127;Harding;46;26-05-2007
16128;Arthur;70;10-10-2008
16129;Wilson;6;07-10-2007
16130;Clinton;14;18-11-2008
16131;Carter;2;08-12-2007
16132;Monroe;100;03-05-2007
16133;Adams;53;27-04-2007
16134;Adams;66;05-04-2008
16135;Hayes;19;28-08-2008
16136;Johnson;10;07-07-2007
16137;Harding;66;01-04-2007
16138;Kennedy;68;02-07-2007
16139;Hoover;0;10-10-2007
16140;Washington;85;02-03-2008
16141;Madison;24;26-10-2007
16142;Adams;33;06-03-2008
16143;Taylor;22;17-02-2007
16144;Fillmore;69;12-10-2007
16145;Washington;91;14-06-2008
16146;Washington;3;12-09-2008
16147;Washington;10;28-10-2007
16148;Carter;78;21-05-2008
16149;Harrison;84;20-01-2007
16150;Clinton;53;25-09-2008
16151;Wilson;6;25-09-2007
16152;Washington;70;09-11-2007
16153;Clinton;72;22-12-2008
16154;Kennedy;69;26-03-2008
16155;Coolidge;17;11-05-2008
16156;Madison;46;12-02-2007
16157;McKinley;61;19-06-2008
16158;Pierce;96;13-04-2008
16159;Harding;28;28-12-2008
16160;Quincy;37;05-07-2008
16161;Eisenhower;73;26-01-2007
16162;Quincy;52;19-02-2008
16163;Adams;32;10-11-2007
16164;Van Buren;93;28-03-2008
16165;Carter;10;11-06-2007
16166;Jefferson;90;07-12-2007
16167;Buchanan;21;12-05-2008
16168;Washington;88;17-03-2008
16169;Harrison;72;21-09-2008
16170;Adams;73;02-08-2008
16171;Johnson;18;30-01-2008
16172;Reagan;91;16-05-2008
16173;Pierce;63;03-04-2007
16174;Hayes;6;26-05-2008
16175;Nixon;61;23-06-2008
16176;Carter;47;15-11-2007
16177;Monroe;96;01-02-2008
16178;Hoover;44;19-09-2008
16179;Truman;27;26-09-2008
16180;Kennedy;52;21-10-2007
16181;Jackson;48;29-04-2008
16182;Carter;54;17-01-2008
16183;Jefferson;82;21-04-2007
16184;Taft;85;15-09-2008
16185;Harding;34;28-09-2008
16186;Harrison;26;25-06-2007
16187;Adams;96;25-12-2007
16188;Harrison;89;04-03-2007
16189;Jefferson;24;04-08-2007
16190;Madison;29;24-06-2008
16191;Ford;97;09-08-2007
16192;Monroe;92;20-01-2007
16193;Washington;31;16-12-2007
16194;Jefferson;21;12-03-2008
16195;Roosevelt;76;30-04-2007
16196;Van Buren;35;17-02-2007
16197;Ford;70;19-03-2007
16198;Cleveland;71;09-08-2008
16199;Arthur;23;26-08-2007
16200;Jackson;22;15-10-2008
16201;Madison;42;21-05-2008
16202;Jefferson;82;02-12-2008
16203;Lincoln;8;01-04-2008
16204;Johnson;33;27-09-2008
16205;Nixon;12;25-07-2008
16206;Taft;18;09-06-2008
16207;Reagan;95;05-08-2007
16208;Ford;90;06-04-2008
16209;Grant;42;09-05-2008
16210;Washington;15;23-03-2007
16211;Adams;46;04-02-2008
16212;Buchanan;22;23-10-2008
16213;Garfield;14;15-09-2007
16214;Jefferson;58;09-08-2008
16215;Eisenhower;40;17-06-2008
16216;Madison;75;26-03-2007
16217;Taylor;12;23-03-2008
16218;Johnson;36;23-06-2008
16219;McKinley;88;25-06-2007
16220;Reagan;66;09-12-2008
16221;Eisenhower;25;25-02-2007
16222;Lincoln;24;17-11-2007
16223;Roosevelt;49;07-03-2007
16224;Washington;0;29-10-2007
16225;Coolidge;33;07-12-2008
16226;Kennedy;77;30-04-2007
16227;Adams;6;07-12-2007
16228;Clinton;14;08-07-2007
16229;Monroe;82;18-04-2007
16230;Kennedy;73;31-07-2007
16231;Quincy;47;18-07-2007
16232;Johnson;77;07-01-2008
16233;Pierce;76;25-03-2007
16234;Madison;54;03-06-2008
16235;Harrison;46;29-10-2008
16236;Wilson;86;30-05-2008
16237;Johnson;12;31-03-2007
16238;Harrison;62;13-04-2008
16239;Taylor;59;12-08-2007
16240;Johnson;4;05-08-2008
16241;Fillmore;53;31-08-2008
16242;Garfield;77;14-01-2007
16243;Taft;37;05-06-2007
16244;Taft;10;04-08-2008
16245;Lincoln;68;21-05-2007
16246;Fillmore;96;22-08-2008
16247;Kennedy;30;23-05-2008
16248;Arthur;21;06-02-2007
16249;Arthur;89;19-12-2007
16250;Polk;19;30-08-2008
16251;Harding;66;07-02-2008
16252;Fillmore;82;29-05-2007
16253;Washington;7;23-06-2008
16254;Harrison;8;11-09-2008
16255;Nixon;39;23-04-2007
16256;Fillmore;99;09-10-2008
16257;Tyler;0;06-09-2008
16258;Harrison;5;15-04-2007
16259;Garfield;75;02-07-2007
16260;Harding;90;16-10-2008
16261;Cleveland;84;15-08-2008
16262;Johnson;19;25-07-2008
16263;Wilson;16;24-04-2008
16264;Coolidge;43;20-12-2008
16265;Hoover;17;12-11-2008
16266;Taylor;78;02-05-2008
16267;Roosevelt;99;04-10-2008
16268;Garfield;47;25-02-2008
16269;Polk;25;28-10-2007
16270;Pierce;63;15-11-2007
16271;Eisenhower;48;02-03-2007
16272;Kennedy;56;11-01-2008
16273;Lincoln;72;03-09-2007
16274;Johnson;38;12-01-2007
16275;Johnson;53;06-07-2008
16276;Nixon;35;06-02-2008
16277;Taft;9;16-07-2008
16278;Quincy;79;05-10-2007
16279;Arthur;39;09-09-2008
16280;Carter;42;10-02-2008
16281;Grant;40;05-07-2008
16282;Harrison;4;07-03-2007
16283;Clinton;33;27-10-2008
16284;McKinley;12;17-11-2007
16285;McKinley;62;24-12-2008
16286;Carter;31;22-11-2007
16287;Roosevelt;63;24-07-2007
16288;Adams;98;28-12-2007
16289;Roosevelt;13;24-10-2008
16290;Cleveland;99;28-01-2008
16291;Jackson;90;28-09-2008
16292;Jackson;74;24-08-2007
16293;Tyler;36;13-06-2008
16294;Reagan;73;11-04-2007
16295;Hayes;16;08-06-2008
16296;Cleveland;94;12-04-2008
16297;Garfield;32;09-12-2008
16298;Washington;63;09-08-2007
16299;Pierce;85;10-09-2008
16300;Jefferson;63;24-05-2007
16301;Buchanan;61;25-07-2008
16302;Tyler;84;14-04-2008
16303;Washington;62;23-12-2007
16304;Hoover;38;07-02-2008
16305;Jefferson;17;06-04-2007
16306;Lincoln;90;26-02-2008
16307;Harding;59;19-04-2007
16308;Roosevelt;55;24-09-2008
16309;Roosevelt;46;25-08-2008
16310;Harrison;43;11-10-2007
16311;Harrison;23;01-08-2007
16312;Taft;3;31-08-2008
16313;Coolidge;69;17-01-2007
16314;Coolidge;87;01-07-2008
16315;Coolidge;45;24-11-2008
16316;Polk;79;17-04-2008
16317;Jefferson;96;29-01-2008
16318;Harrison;28;09-08-2007
16319;Garfield;66;02-05-2008
16320;Lincoln;29;21-10-2007
16321;Washington;24;16-02-2007
16322;Buchanan;28;20-03-2007
16323;Reagan;14;04-06-2008
16324;Hayes;38;21-12-2007
16325;Buchanan;75;01-12-2008
16326;Coolidge;34;24-06-2007
16327;Harding;86;23-01-2008
16328;Arthur;47;15-11-2007
16329;Harding;2;15-12-2008
16330;Taylor;58;09-10-2007
16331;Johnson;55;29-09-2008
16332;Kennedy;55;09-10-2007
16333;Fillmore;5;26-08-2008
16334;Quincy;60;20-06-2007
16335;Cleveland;76;13-12-2008
16336;Eisenhower;86;03-02-2008
16337;Arthur;65;24-01-2007
16338;McKinley;42;09-12-2007
16339;Jackson;98;07-04-2008
16340;Johnson;35;01-07-2007
16341;Jefferson;13;15-04-2007
16342;Adams;12;23-01-2008
16343;Buchanan;57;20-08-2008
16344;Harding;54;06-10-2008
16345;Nixon;67;03-07-2008
16346;Grant;4;31-07-2008
16347;Johnson;46;17-11-2008
16348;Polk;46;04-01-2008
16349;Garfield;42;19-08-2007
16350;Johnson;22;11-02-2008
16351;Taft;77;12-03-2008
16352;Harrison;11;26-05-2007
16353;Hoover;4;04-05-2007
16354;Polk;67;30-06-2007
16355;Washington;93;29-12-2008
16356;Jackson;44;23-04-2007
16357;Taylor;96;11-02-2008
16358;Washington;70;02-08-2007
16359;Monroe;29;26-12-2008
16360;Fillmore;72;09-03-2007
16361;Harrison;51;08-09-2008
16362;Eisenhower;92;12-05-2008
16363;Roosevelt;95;12-10-2008
16364;Kennedy;89;10-03-2007
16365;Roosevelt;89;14-11-2007
16366;Monroe;54;27-05-2008
16367;Quincy;37;08-10-2008
16368;Garfield;98;11-11-2008
16369;Jefferson;44;16-06-2007
16370;Monroe;8;05-07-2007
16371;Hoover;74;18-05-2007
16372;Hoover;46;08-09-2008
16373;Coolidge;19;09-06-2008
16374;Clinton;83;07-05-2007
16375;Madison;12;28-12-2007
16376;Garfield;83;23-06-2007
16377;Truman;99;17-03-2007
16378;Reagan;43;01-07-2007
16379;Adams;46;24-02-2008
16380;Ford;51;05-02-2007
16381;Monroe;78;20-11-2008
16382;Monroe;40;19-04-2007
16383;Harrison;69;17-09-2007
16384;Fillmore;36;02-12-2007
16385;Wilson;5;05-05-2007
16386;Johnson;14;04-04-2007
16387;Wilson;94;04-10-2008
16388;Reagan;97;30-09-2007
16389;Roosevelt;61;19-08-2007
16390;Ford;62;26-09-2007
16391;Harrison;60;12-02-2007
16392;Ford;0;28-11-2007
16393;Reagan;84;10-01-2007
16394;Arthur;42;12-10-2008
16395;Johnson;56;16-03-2007
16396;Johnson;59;03-05-2008
16397;Harding;75;11-10-2008
16398;McKinley;44;02-11-2007
16399;Grant;88;24-12-2008
16400;Harrison;90;30-03-2007
16401;McKinley;78;14-01-2007
16402;Roosevelt;96;07-02-2007
16403;Clinton;68;15-06-2007
16404;Jefferson;76;18-01-2008
16405;Harrison;15;28-04-2007
16406;Clinton;43;22-01-2008
16407;Kennedy;61;20-01-2008
16408;Carter;7;02-12-2008
16409;Eisenhower;8;20-12-2008
16410;Ford;70;27-07-2008
16411;Johnson;3;08-12-2008
16412;Monroe;50;21-02-2008
16413;Arthur;77;30-11-2007
16414;Ford;58;25-07-2008
16415;Quincy;36;20-10-2007
16416;Lincoln;89;27-01-2008
16417;Buchanan;53;15-12-2007
16418;Arthur;66;21-02-2007
16419;Nixon;94;14-07-2008
16420;Taylor;31;09-05-2007
16421;Coolidge;32;18-08-2008
16422;Fillmore;88;09-05-2007
16423;Johnson;65;06-06-2007
16424;McKinley;85;23-03-2007
16425;Adams;71;16-05-2007
16426;Hoover;25;08-09-2008
16427;Harrison;13;21-03-2008
16428;Coolidge;3;07-10-2007
16429;Johnson;69;07-06-2007
16430;Buchanan;23;19-06-2007
16431;Harding;5;03-08-2007
16432;Pierce;76;07-11-2008
16433;Washington;23;26-08-2008
16434;Roosevelt;31;30-01-2008
16435;Johnson;72;31-01-2008
16436;Pierce;82;11-06-2007
16437;Washington;86;07-09-2007
16438;Lincoln;9;24-02-2007
16439;Jefferson;99;29-09-2007
16440;Cleveland;79;05-10-2008
16441;Taft;62;27-09-2007
16442;Taylor;81;09-01-2008
16443;Kennedy;52;15-11-2008
16444;Wilson;96;11-07-2008
16445;Carter;89;12-07-2007
16446;Truman;72;29-04-2007
16447;Polk;11;01-08-2008
16448;Cleveland;85;30-03-2008
16449;Roosevelt;62;03-03-2008
16450;Harrison;94;10-05-2007
16451;Kennedy;66;15-10-2008
16452;Taft;15;30-01-2008
16453;Johnson;26;27-05-2008
16454;Ford;17;28-03-2007
16455;Cleveland;91;12-06-2007
16456;Grant;59;11-07-2007
16457;Adams;36;28-06-2007
16458;Lincoln;15;22-11-2008
16459;Harrison;42;18-08-2007
16460;Van Buren;37;27-05-2007
16461;Lincoln;61;10-07-2008
16462;Reagan;39;22-08-2007
16463;Washington;81;23-02-2007
16464;Jefferson;66;27-06-2007
16465;Taft;63;17-11-2007
16466;Johnson;11;12-06-2007
16467;Taylor;51;13-01-2008
16468;Fillmore;49;12-01-2008
16469;Coolidge;74;14-08-2007
16470;Reagan;89;29-05-2007
16471;Pierce;1;08-03-2007
16472;Jackson;15;10-03-2007
16473;Fillmore;0;11-09-2008
16474;Taft;87;07-02-2007
16475;Johnson;37;01-01-2008
16476;Adams;32;31-03-2007
16477;Wilson;35;25-09-2007
16478;Tyler;96;05-12-2007
16479;Buchanan;91;12-09-2008
16480;Grant;39;07-02-2007
16481;Tyler;78;22-11-2008
16482;Taylor;62;12-06-2007
16483;Roosevelt;12;26-04-2007
16484;Roosevelt;79;18-03-2008
16485;Hayes;97;05-06-2007
16486;Roosevelt;45;20-02-2008
16487;Grant;61;14-03-2007
16488;Clinton;43;25-08-2008
16489;Garfield;85;24-11-2007
16490;Garfield;84;30-09-2008
16491;Harding;25;04-02-2007
16492;Carter;18;12-08-2008
16493;Jefferson;88;07-02-2007
16494;Buchanan;50;29-07-2007
16495;Quincy;10;09-05-2007
16496;Kennedy;0;16-12-2008
16497;Johnson;100;06-01-2008
16498;Johnson;73;04-11-2008
16499;Polk;29;25-02-2008
16500;Roosevelt;94;08-12-2007
16501;Garfield;21;16-11-2007
16502;Madison;72;22-04-2007
16503;Nixon;1;03-12-2008
16504;Garfield;68;17-05-2008
16505;Garfield;29;30-11-2007
16506;Cleveland;14;24-09-2008
16507;Grant;88;21-04-2008
16508;Lincoln;28;06-03-2008
16509;Harding;37;30-08-2008
16510;Grant;77;13-02-2007
16511;Tyler;100;05-03-2007
16512;Harrison;54;11-09-2008
16513;Hoover;46;15-03-2007
16514;Coolidge;56;18-07-2008
16515;Monroe;8;13-05-2007
16516;Adams;76;02-04-2007
16517;Kennedy;39;02-12-2008
16518;Tyler;35;28-10-2007
16519;Taft;15;12-09-2007
16520;Johnson;62;16-08-2008
16521;Lincoln;49;24-09-2008
16522;Taft;71;11-01-2008
16523;Truman;86;07-12-2008
16524;Jefferson;35;01-10-2008
16525;Roosevelt;17;29-09-2008
16526;Quincy;5;13-01-2008
16527;Adams;16;20-02-2008
16528;Adams;98;21-06-2007
16529;Jefferson;91;07-08-2007
16530;Adams;95;06-02-2008
16531;Carter;2;07-10-2008
16532;Tyler;75;27-05-2008
16533;Ford;39;03-09-2008
16534;Adams;44;22-04-2007
16535;Coolidge;90;03-09-2007
16536;Arthur;99;03-07-2008
16537;Washington;25;07-06-2008
16538;Quincy;38;23-08-2008
16539;Johnson;7;30-09-2007
16540;Tyler;18;25-11-2007
16541;Harrison;66;04-01-2008
16542;Ford;44;27-12-2007
16543;Van Buren;71;27-09-2007
16544;Clinton;33;30-01-2008
16545;Eisenhower;98;31-01-2007
16546;Madison;50;29-02-2008
16547;Hayes;79;23-04-2008
16548;Kennedy;60;13-05-2007
16549;Coolidge;30;05-12-2008
16550;Eisenhower;3;30-08-2008
16551;Coolidge;76;22-11-2007
16552;Van Buren;93;21-11-2008
16553;Truman;62;15-02-2007
16554;Clinton;74;02-05-2007
16555;Johnson;38;24-05-2007
16556;Jefferson;14;08-03-2008
16557;Tyler;68;28-03-2008
16558;Johnson;57;20-07-2008
16559;Harding;95;05-04-2007
16560;Kennedy;34;12-06-2008
16561;Harrison;99;20-05-2008
16562;Jackson;15;15-03-2007
16563;Truman;74;06-08-2007
16564;Polk;42;29-06-2008
16565;Coolidge;2;04-01-2007
16566;Ford;24;14-09-2008
16567;Jefferson;39;30-06-2008
16568;Washington;90;17-03-2008
16569;Hayes;76;08-12-2008
16570;Carter;32;07-01-2007
16571;Washington;93;17-10-2008
16572;Harrison;84;21-12-2007
16573;Taft;18;14-12-2008
16574;Harrison;78;04-06-2008
16575;Kennedy;56;12-09-2007
16576;Washington;28;31-05-2007
16577;Garfield;71;09-09-2008
16578;Adams;89;30-05-2007
16579;Harrison;96;26-10-2008
16580;Wilson;92;15-04-2007
16581;Wilson;74;08-11-2008
16582;Taylor;14;15-09-2007
16583;Fillmore;34;22-02-2008
16584;Lincoln;34;13-01-2008
16585;Harding;52;25-01-2007
16586;McKinley;64;15-12-2008
16587;Hoover;70;31-05-2008
16588;Van Buren;65;11-11-2007
16589;Eisenhower;41;11-10-2008
16590;Lincoln;86;10-02-2007
16591;Quincy;86;20-05-2008
16592;Van Buren;49;03-12-2007
16593;Clinton;70;10-11-2007
16594;Clinton;90;02-11-2008
16595;Jackson;16;23-02-2008
16596;Arthur;4;24-03-2008
16597;Pierce;71;16-06-2008
16598;Fillmore;30;10-12-2008
16599;McKinley;64;17-07-2007
16600;Johnson;83;30-07-2007
16601;Nixon;32;30-10-2008
16602;Roosevelt;52;13-08-2008
16603;Arthur;74;13-06-2007
16604;Wilson;50;23-09-2007
16605;Adams;19;14-08-2008
16606;Nixon;4;26-01-2008
16607;Cleveland;57;30-03-2007
16608;Eisenhower;97;21-07-2008
16609;Adams;50;04-02-2008
16610;Grant;0;17-10-2008
16611;Jefferson;5;21-06-2008
16612;Harding;74;01-10-2008
16613;Carter;95;14-07-2008
16614;Harrison;11;30-03-2007
16615;Johnson;68;10-03-2008
16616;Taft;7;05-01-2008
16617;Madison;69;17-10-2007
16618;Garfield;31;17-04-2008
16619;Nixon;50;07-12-2007
16620;Adams;36;03-05-2007
16621;Washington;90;22-08-2007
16622;Jackson;69;11-05-2008
16623;Carter;69;15-09-2007
16624;Polk;69;17-05-2008
16625;Kennedy;43;24-03-2008
16626;Grant;53;31-05-2007
16627;Cleveland;60;15-08-2008
16628;Tyler;18;12-04-2008
16629;Wilson;30;05-07-2007
16630;Arthur;69;12-06-2007
16631;Hayes;92;02-04-2007
16632;Taft;34;20-08-2007
16633;Garfield;3;22-11-2007
16634;Adams;39;09-06-2007
16635;Fillmore;89;08-10-2008
16636;Hoover;10;02-08-2007
16637;Kennedy;45;27-12-2008
16638;Carter;17;03-10-2007
16639;Johnson;87;27-04-2007
16640;Jackson;99;11-03-2008
16641;Pierce;31;06-07-2007
16642;Hayes;31;25-06-2008
16643;Clinton;75;11-12-2007
16644;Ford;1;29-05-2007
16645;Hayes;35;17-10-2007
16646;Roosevelt;65;27-11-2007
16647;Taft;81;12-08-2007
16648;Eisenhower;75;25-11-2008
16649;Harrison;29;24-08-2008
16650;Garfield;51;20-09-2007
16651;Carter;54;26-08-2008
16652;Garfield;3;30-04-2007
16653;Reagan;2;14-05-2008
16654;Washington;52;25-04-2008
16655;Madison;86;30-12-2008
16656;Buchanan;64;07-02-2007
16657;Polk;71;04-12-2007
16658;Monroe;26;11-07-2008
16659;Tyler;2;02-05-2007
16660;Adams;13;16-02-2008
16661;Madison;65;05-05-2008
16662;Jefferson;44;06-12-2007
16663;Truman;66;01-02-2008
